record_no,symbol,exchange,date,period,strike,out-of-the-money %,Call/Put,IV,delta
35857,VXX,BATS,2018-06-15 00:00:00.0,270,31.62,0,C,0.772529,0.613892
35858,VXX,BATS,2018-06-15 00:00:00.0,270,31.62,0,P,0.770034,-0.365995
35859,VXX,BATS,2018-06-15 00:00:00.0,360,31.62,0,C,0.772529,0.628298
35860,VXX,BATS,2018-06-15 00:00:00.0,360,31.62,0,P,0.770034,-0.345433
35861,VXX,BATS,2018-06-14 00:00:00.0,7,31.2716,0,C,0.612845,0.518817
35862,VXX,BATS,2018-06-14 00:00:00.0,7,31.2716,0,P,0.578589,-0.482412
35863,VXX,BATS,2018-06-14 00:00:00.0,14,31.2716,0,C,0.636459,0.527422
35864,VXX,BATS,2018-06-14 00:00:00.0,14,31.2716,0,P,0.617971,-0.473778
35865,VXX,BATS,2018-06-14 00:00:00.0,21,31.2716,0,C,0.628653,0.533238
35866,VXX,BATS,2018-06-14 00:00:00.0,21,31.2716,0,P,0.618099,-0.467924
35867,VXX,BATS,2018-06-14 00:00:00.0,30,31.2716,0,C,0.648177,0.540453
35868,VXX,BATS,2018-06-14 00:00:00.0,30,31.2716,0,P,0.646742,-0.460336
35869,VXX,BATS,2018-06-14 00:00:00.0,60,31.2716,0,C,0.687049,0.554281
35870,VXX,BATS,2018-06-14 00:00:00.0,60,31.2716,0,P,0.685952,-0.44318
35871,VXX,BATS,2018-06-14 00:00:00.0,90,31.2716,0,C,0.702358,0.565347
35872,VXX,BATS,2018-06-14 00:00:00.0,90,31.2716,0,P,0.701076,-0.429252
35873,VXX,BATS,2018-06-14 00:00:00.0,120,31.2716,0,C,0.722421,0.576555
35874,VXX,BATS,2018-06-14 00:00:00.0,120,31.2716,0,P,0.720634,-0.416019
35875,VXX,BATS,2018-06-14 00:00:00.0,150,31.2716,0,C,0.738232,0.587194
35876,VXX,BATS,2018-06-14 00:00:00.0,150,31.2716,0,P,0.736028,-0.403946
35877,VXX,BATS,2018-06-14 00:00:00.0,180,31.2716,0,C,0.748587,0.596581
35878,VXX,BATS,2018-06-14 00:00:00.0,180,31.2716,0,P,0.746114,-0.393243
35879,VXX,BATS,2018-06-14 00:00:00.0,270,31.2716,0,C,0.765733,0.616499
35880,VXX,BATS,2018-06-14 00:00:00.0,270,31.2716,0,P,0.762997,-0.366759
35881,VXX,BATS,2018-06-14 00:00:00.0,360,31.2716,0,C,0.765733,0.631666
35882,VXX,BATS,2018-06-14 00:00:00.0,360,31.2716,0,P,0.762997,-0.346439
35883,VXX,BATS,2018-06-13 00:00:00.0,7,32.14,0,C,0.748899,0.522214
35884,VXX,BATS,2018-06-13 00:00:00.0,7,32.14,0,P,0.561133,-0.482857
35885,VXX,BATS,2018-06-13 00:00:00.0,14,32.14,0,C,0.72163,0.530419
35886,VXX,BATS,2018-06-13 00:00:00.0,14,32.14,0,P,0.604208,-0.474284
35887,VXX,BATS,2018-06-13 00:00:00.0,21,32.14,0,C,0.703513,0.536445
35888,VXX,BATS,2018-06-13 00:00:00.0,21,32.14,0,P,0.605078,-0.468511
35889,VXX,BATS,2018-06-13 00:00:00.0,30,32.14,0,C,0.706343,0.54368
35890,VXX,BATS,2018-06-13 00:00:00.0,30,32.14,0,P,0.625176,-0.461371
35891,VXX,BATS,2018-06-13 00:00:00.0,60,32.14,0,C,0.696464,0.561131
35892,VXX,BATS,2018-06-13 00:00:00.0,60,32.14,0,P,0.684554,-0.441033
35893,VXX,BATS,2018-06-13 00:00:00.0,90,32.14,0,C,0.709822,0.572882
35894,VXX,BATS,2018-06-13 00:00:00.0,90,32.14,0,P,0.707231,-0.426632
35895,VXX,BATS,2018-06-13 00:00:00.0,120,32.14,0,C,0.728071,0.583097
35896,VXX,BATS,2018-06-13 00:00:00.0,120,32.14,0,P,0.726012,-0.413979
35897,VXX,BATS,2018-06-13 00:00:00.0,150,32.14,0,C,0.742022,0.592358
35898,VXX,BATS,2018-06-13 00:00:00.0,150,32.14,0,P,0.739705,-0.402547
35899,VXX,BATS,2018-06-13 00:00:00.0,180,32.14,0,C,0.751179,0.599825
35900,VXX,BATS,2018-06-13 00:00:00.0,180,32.14,0,P,0.748694,-0.392411
35901,VXX,BATS,2018-06-13 00:00:00.0,270,32.14,0,C,0.767541,0.617936
35902,VXX,BATS,2018-06-13 00:00:00.0,270,32.14,0,P,0.764897,-0.366343
35903,VXX,BATS,2018-06-13 00:00:00.0,360,32.14,0,C,0.767541,0.633417
35904,VXX,BATS,2018-06-13 00:00:00.0,360,32.14,0,P,0.764897,-0.346016
35905,VXX,BATS,2018-06-12 00:00:00.0,7,31.98,0,C,0.665456,0.51395
35906,VXX,BATS,2018-06-12 00:00:00.0,7,31.98,0,P,0.664965,-0.484783
35907,VXX,BATS,2018-06-12 00:00:00.0,14,31.98,0,C,0.667932,0.520335
35908,VXX,BATS,2018-06-12 00:00:00.0,14,31.98,0,P,0.667574,-0.477382
35909,VXX,BATS,2018-06-12 00:00:00.0,21,31.98,0,C,0.66314,0.52805
35910,VXX,BATS,2018-06-12 00:00:00.0,21,31.98,0,P,0.662885,-0.469774
35911,VXX,BATS,2018-06-12 00:00:00.0,30,31.98,0,C,0.66676,0.531344
35912,VXX,BATS,2018-06-12 00:00:00.0,30,31.98,0,P,0.666415,-0.464747
35913,VXX,BATS,2018-06-12 00:00:00.0,60,31.98,0,C,0.694524,0.549278
35914,VXX,BATS,2018-06-12 00:00:00.0,60,31.98,0,P,0.694286,-0.444815
35915,VXX,BATS,2018-06-12 00:00:00.0,90,31.98,0,C,0.706497,0.562016
35916,VXX,BATS,2018-06-12 00:00:00.0,90,31.98,0,P,0.7061,-0.429959
35917,VXX,BATS,2018-06-12 00:00:00.0,120,31.98,0,C,0.722824,0.573348
35918,VXX,BATS,2018-06-12 00:00:00.0,120,31.98,0,P,0.722007,-0.41671
35919,VXX,BATS,2018-06-12 00:00:00.0,150,31.98,0,C,0.736853,0.58343
35920,VXX,BATS,2018-06-12 00:00:00.0,150,31.98,0,P,0.735654,-0.404757
35921,VXX,BATS,2018-06-12 00:00:00.0,180,31.98,0,C,0.746058,0.592363
35922,VXX,BATS,2018-06-12 00:00:00.0,180,31.98,0,P,0.744613,-0.394131
35923,VXX,BATS,2018-06-12 00:00:00.0,270,31.98,0,C,0.767367,0.616322
35924,VXX,BATS,2018-06-12 00:00:00.0,270,31.98,0,P,0.76518,-0.366471
35925,VXX,BATS,2018-06-12 00:00:00.0,360,31.98,0,C,0.767367,0.631414
35926,VXX,BATS,2018-06-12 00:00:00.0,360,31.98,0,P,0.76518,-0.346099
35927,VXX,BATS,2018-06-11 00:00:00.0,7,32.0797,0,C,0.693088,0.52065
35928,VXX,BATS,2018-06-11 00:00:00.0,7,32.0797,0,P,0.688374,-0.479738
35929,VXX,BATS,2018-06-11 00:00:00.0,14,32.0797,0,C,0.680914,0.528229
35930,VXX,BATS,2018-06-11 00:00:00.0,14,32.0797,0,P,0.680116,-0.471971
35931,VXX,BATS,2018-06-11 00:00:00.0,21,32.0797,0,C,0.672031,0.533323
35932,VXX,BATS,2018-06-11 00:00:00.0,21,32.0797,0,P,0.671263,-0.466507
35933,VXX,BATS,2018-06-11 00:00:00.0,30,32.0797,0,C,0.673404,0.539096
35934,VXX,BATS,2018-06-11 00:00:00.0,30,32.0797,0,P,0.672629,-0.460228
35935,VXX,BATS,2018-06-11 00:00:00.0,60,32.0797,0,C,0.691482,0.546473
35936,VXX,BATS,2018-06-11 00:00:00.0,60,32.0797,0,P,0.691001,-0.446317
35937,VXX,BATS,2018-06-11 00:00:00.0,90,32.0797,0,C,0.700654,0.557708
35938,VXX,BATS,2018-06-11 00:00:00.0,90,32.0797,0,P,0.700163,-0.431905
35939,VXX,BATS,2018-06-11 00:00:00.0,120,32.0797,0,C,0.723301,0.570255
35940,VXX,BATS,2018-06-11 00:00:00.0,120,32.0797,0,P,0.722657,-0.417499
35941,VXX,BATS,2018-06-11 00:00:00.0,150,32.0797,0,C,0.745361,0.579987
35942,VXX,BATS,2018-06-11 00:00:00.0,150,32.0797,0,P,0.744562,-0.404623
35943,VXX,BATS,2018-06-11 00:00:00.0,180,32.0797,0,C,0.759712,0.588115
35944,VXX,BATS,2018-06-11 00:00:00.0,180,32.0797,0,P,0.758814,-0.393285
35945,VXX,BATS,2018-06-11 00:00:00.0,270,32.0797,0,C,0.762598,0.624533
35946,VXX,BATS,2018-06-11 00:00:00.0,270,32.0797,0,P,0.759439,-0.366504
35947,VXX,BATS,2018-06-11 00:00:00.0,360,32.0797,0,C,0.762598,0.641715
35948,VXX,BATS,2018-06-11 00:00:00.0,360,32.0797,0,P,0.759439,-0.346494
35949,VXX,BATS,2018-06-08 00:00:00.0,7,32.4298,0,C,0.715579,0.521358
35950,VXX,BATS,2018-06-08 00:00:00.0,7,32.4298,0,P,0.597325,-0.481964
35951,VXX,BATS,2018-06-08 00:00:00.0,14,32.4298,0,C,0.6884,0.529221
35952,VXX,BATS,2018-06-08 00:00:00.0,14,32.4298,0,P,0.628817,-0.473416
35953,VXX,BATS,2018-06-08 00:00:00.0,21,32.4298,0,C,0.689523,0.53582
35954,VXX,BATS,2018-06-08 00:00:00.0,21,32.4298,0,P,0.644706,-0.466787
35955,VXX,BATS,2018-06-08 00:00:00.0,30,32.4298,0,C,0.678969,0.542241
35956,VXX,BATS,2018-06-08 00:00:00.0,30,32.4298,0,P,0.637479,-0.460741
35957,VXX,BATS,2018-06-08 00:00:00.0,60,32.4298,0,C,0.693243,0.558139
35958,VXX,BATS,2018-06-08 00:00:00.0,60,32.4298,0,P,0.687934,-0.441783
35959,VXX,BATS,2018-06-08 00:00:00.0,90,32.4298,0,C,0.701706,0.567429
35960,VXX,BATS,2018-06-08 00:00:00.0,90,32.4298,0,P,0.70007,-0.428707
35961,VXX,BATS,2018-06-08 00:00:00.0,120,32.4298,0,C,0.717674,0.576412
35962,VXX,BATS,2018-06-08 00:00:00.0,120,32.4298,0,P,0.715841,-0.416473
35963,VXX,BATS,2018-06-08 00:00:00.0,150,32.4298,0,C,0.736703,0.586632
35964,VXX,BATS,2018-06-08 00:00:00.0,150,32.4298,0,P,0.734512,-0.404227
35965,VXX,BATS,2018-06-08 00:00:00.0,180,32.4298,0,C,0.74912,0.595306
35966,VXX,BATS,2018-06-08 00:00:00.0,180,32.4298,0,P,0.7467,-0.393411
35967,VXX,BATS,2018-06-08 00:00:00.0,270,32.4298,0,C,0.766534,0.618502
35968,VXX,BATS,2018-06-08 00:00:00.0,270,32.4298,0,P,0.763405,-0.366526
35969,VXX,BATS,2018-06-08 00:00:00.0,360,32.4298,0,C,0.766534,0.634137
35970,VXX,BATS,2018-06-08 00:00:00.0,360,32.4298,0,P,0.763405,-0.346254
35971,VXX,BATS,2018-06-07 00:00:00.0,7,32.82,0,C,0.618757,0.500164
35972,VXX,BATS,2018-06-07 00:00:00.0,7,32.82,0,P,0.617405,-0.496216
35973,VXX,BATS,2018-06-07 00:00:00.0,14,32.82,0,C,0.646535,0.505086
35974,VXX,BATS,2018-06-07 00:00:00.0,14,32.82,0,P,0.645543,-0.488747
35975,VXX,BATS,2018-06-07 00:00:00.0,21,32.82,0,C,0.658505,0.511973
35976,VXX,BATS,2018-06-07 00:00:00.0,21,32.82,0,P,0.657662,-0.480663
35977,VXX,BATS,2018-06-07 00:00:00.0,30,32.82,0,C,0.665584,0.522917
35978,VXX,BATS,2018-06-07 00:00:00.0,30,32.82,0,P,0.664828,-0.470007
35979,VXX,BATS,2018-06-07 00:00:00.0,60,32.82,0,C,0.681288,0.549025
35980,VXX,BATS,2018-06-07 00:00:00.0,60,32.82,0,P,0.680593,-0.445582
35981,VXX,BATS,2018-06-07 00:00:00.0,90,32.82,0,C,0.692892,0.560183
35982,VXX,BATS,2018-06-07 00:00:00.0,90,32.82,0,P,0.692068,-0.431541
35983,VXX,BATS,2018-06-07 00:00:00.0,120,32.82,0,C,0.710964,0.572106
35984,VXX,BATS,2018-06-07 00:00:00.0,120,32.82,0,P,0.70983,-0.418082
35985,VXX,BATS,2018-06-07 00:00:00.0,150,32.82,0,C,0.731529,0.582355
35986,VXX,BATS,2018-06-07 00:00:00.0,150,32.82,0,P,0.730051,-0.405565
35987,VXX,BATS,2018-06-07 00:00:00.0,180,32.82,0,C,0.744924,0.591146
35988,VXX,BATS,2018-06-07 00:00:00.0,180,32.82,0,P,0.743226,-0.394525
35989,VXX,BATS,2018-06-07 00:00:00.0,270,32.82,0,C,0.760894,0.61072
35990,VXX,BATS,2018-06-07 00:00:00.0,270,32.82,0,P,0.758823,-0.367994
35991,VXX,BATS,2018-06-07 00:00:00.0,360,32.82,0,C,0.760894,0.624574
35992,VXX,BATS,2018-06-07 00:00:00.0,360,32.82,0,P,0.758823,-0.347639
35993,VXX,BATS,2018-06-06 00:00:00.0,7,32.44,0,C,0.585021,0.4975
35994,VXX,BATS,2018-06-06 00:00:00.0,7,32.44,0,P,0.583629,-0.498722
35995,VXX,BATS,2018-06-06 00:00:00.0,14,32.44,0,C,0.611138,0.500417
35996,VXX,BATS,2018-06-06 00:00:00.0,14,32.44,0,P,0.609963,-0.492823
35997,VXX,BATS,2018-06-06 00:00:00.0,21,32.44,0,C,0.626286,0.506068
35998,VXX,BATS,2018-06-06 00:00:00.0,21,32.44,0,P,0.625232,-0.485451
35999,VXX,BATS,2018-06-06 00:00:00.0,30,32.44,0,C,0.635201,0.515164
36000,VXX,BATS,2018-06-06 00:00:00.0,30,32.44,0,P,0.634216,-0.475747
36001,VXX,BATS,2018-06-06 00:00:00.0,60,32.44,0,C,0.663826,0.542581
36002,VXX,BATS,2018-06-06 00:00:00.0,60,32.44,0,P,0.662836,-0.449536
36003,VXX,BATS,2018-06-06 00:00:00.0,90,32.44,0,C,0.689615,0.55535
36004,VXX,BATS,2018-06-06 00:00:00.0,90,32.44,0,P,0.688639,-0.433592
36005,VXX,BATS,2018-06-06 00:00:00.0,120,32.44,0,C,0.711065,0.565575
36006,VXX,BATS,2018-06-06 00:00:00.0,120,32.44,0,P,0.709892,-0.419979
36007,VXX,BATS,2018-06-06 00:00:00.0,150,32.44,0,C,0.729645,0.576864
36008,VXX,BATS,2018-06-06 00:00:00.0,150,32.44,0,P,0.728123,-0.407005
36009,VXX,BATS,2018-06-06 00:00:00.0,180,32.44,0,C,0.741773,0.587349
36010,VXX,BATS,2018-06-06 00:00:00.0,180,32.44,0,P,0.740028,-0.395584
36011,VXX,BATS,2018-06-06 00:00:00.0,270,32.44,0,C,0.762007,0.60546
36012,VXX,BATS,2018-06-06 00:00:00.0,270,32.44,0,P,0.760168,-0.368363
36013,VXX,BATS,2018-06-06 00:00:00.0,360,32.44,0,C,0.762007,0.618051
36014,VXX,BATS,2018-06-06 00:00:00.0,360,32.44,0,P,0.760168,-0.347826
36015,VXX,BATS,2018-06-05 00:00:00.0,7,34.02,0,C,0.635934,0.468212
36016,VXX,BATS,2018-06-05 00:00:00.0,7,34.02,0,P,0.634465,-0.521754
36017,VXX,BATS,2018-06-05 00:00:00.0,14,34.02,0,C,0.649165,0.460619
36018,VXX,BATS,2018-06-05 00:00:00.0,14,34.02,0,P,0.648071,-0.521029
36019,VXX,BATS,2018-06-05 00:00:00.0,21,34.02,0,C,0.659989,0.464462
36020,VXX,BATS,2018-06-05 00:00:00.0,21,34.02,0,P,0.659195,-0.512472
36021,VXX,BATS,2018-06-05 00:00:00.0,30,34.02,0,C,0.666399,0.476737
36022,VXX,BATS,2018-06-05 00:00:00.0,30,34.02,0,P,0.665781,-0.498425
36023,VXX,BATS,2018-06-05 00:00:00.0,60,34.02,0,C,0.694041,0.520689
36024,VXX,BATS,2018-06-05 00:00:00.0,60,34.02,0,P,0.693813,-0.458766
36025,VXX,BATS,2018-06-05 00:00:00.0,90,34.02,0,C,0.71602,0.536998
36026,VXX,BATS,2018-06-05 00:00:00.0,90,34.02,0,P,0.716033,-0.439117
36027,VXX,BATS,2018-06-05 00:00:00.0,120,34.02,0,C,0.731882,0.552241
36028,VXX,BATS,2018-06-05 00:00:00.0,120,34.02,0,P,0.731988,-0.422482
36029,VXX,BATS,2018-06-05 00:00:00.0,150,34.02,0,C,0.747259,0.563217
36030,VXX,BATS,2018-06-05 00:00:00.0,150,34.02,0,P,0.747393,-0.408642
36031,VXX,BATS,2018-06-05 00:00:00.0,180,34.02,0,C,0.757336,0.574087
36032,VXX,BATS,2018-06-05 00:00:00.0,180,34.02,0,P,0.757489,-0.396265
36033,VXX,BATS,2018-06-05 00:00:00.0,270,34.02,0,C,0.7621,0.590618
36034,VXX,BATS,2018-06-05 00:00:00.0,270,34.02,0,P,0.762262,-0.369719
36035,VXX,BATS,2018-06-05 00:00:00.0,360,34.02,0,C,0.7621,0.599784
36036,VXX,BATS,2018-06-05 00:00:00.0,360,34.02,0,P,0.762262,-0.348659
36037,VXX,BATS,2018-06-04 00:00:00.0,7,35.13,0,C,0.686636,0.422348
36038,VXX,BATS,2018-06-04 00:00:00.0,7,35.13,0,P,0.68947,-0.556124
36039,VXX,BATS,2018-06-04 00:00:00.0,14,35.13,0,C,0.68786,0.39659
36040,VXX,BATS,2018-06-04 00:00:00.0,14,35.13,0,P,0.690195,-0.56413
36041,VXX,BATS,2018-06-04 00:00:00.0,21,35.13,0,C,0.689353,0.396022
36042,VXX,BATS,2018-06-04 00:00:00.0,21,35.13,0,P,0.691081,-0.555037
36043,VXX,BATS,2018-06-04 00:00:00.0,30,35.13,0,C,0.690248,0.411481
36044,VXX,BATS,2018-06-04 00:00:00.0,30,35.13,0,P,0.691612,-0.535698
36045,VXX,BATS,2018-06-04 00:00:00.0,60,35.13,0,C,0.707238,0.482028
36046,VXX,BATS,2018-06-04 00:00:00.0,60,35.13,0,P,0.708565,-0.476163
36047,VXX,BATS,2018-06-04 00:00:00.0,90,35.13,0,C,0.724634,0.502066
36048,VXX,BATS,2018-06-04 00:00:00.0,90,35.13,0,P,0.726229,-0.451877
36049,VXX,BATS,2018-06-04 00:00:00.0,120,35.13,0,C,0.738337,0.523667
36050,VXX,BATS,2018-06-04 00:00:00.0,120,35.13,0,P,0.740026,-0.431065
36051,VXX,BATS,2018-06-04 00:00:00.0,150,35.13,0,C,0.753435,0.536441
36052,VXX,BATS,2018-06-04 00:00:00.0,150,35.13,0,P,0.755129,-0.415117
36053,VXX,BATS,2018-06-04 00:00:00.0,180,35.13,0,C,0.763334,0.550745
36054,VXX,BATS,2018-06-04 00:00:00.0,180,35.13,0,P,0.765032,-0.400661
36055,VXX,BATS,2018-06-04 00:00:00.0,270,35.13,0,C,0.768235,0.566098
36056,VXX,BATS,2018-06-04 00:00:00.0,270,35.13,0,P,0.769936,-0.37189
36057,VXX,BATS,2018-06-04 00:00:00.0,360,35.13,0,C,0.768235,0.569853
36058,VXX,BATS,2018-06-04 00:00:00.0,360,35.13,0,P,0.769936,-0.349645
36059,VXX,BATS,2018-06-01 00:00:00.0,7,35.13,0,C,0.69711,0.520855
36060,VXX,BATS,2018-06-01 00:00:00.0,7,35.13,0,P,0.643701,-0.480824
36061,VXX,BATS,2018-06-01 00:00:00.0,14,35.13,0,C,0.69711,0.529479
36062,VXX,BATS,2018-06-01 00:00:00.0,14,35.13,0,P,0.643701,-0.472925
36063,VXX,BATS,2018-06-01 00:00:00.0,21,35.13,0,C,0.700562,0.536238
36064,VXX,BATS,2018-06-01 00:00:00.0,21,35.13,0,P,0.656315,-0.466326
36065,VXX,BATS,2018-06-01 00:00:00.0,30,35.13,0,C,0.702624,0.543394
36066,VXX,BATS,2018-06-01 00:00:00.0,30,35.13,0,P,0.663768,-0.459415
36067,VXX,BATS,2018-06-01 00:00:00.0,60,35.13,0,C,0.713567,0.561854
36068,VXX,BATS,2018-06-01 00:00:00.0,60,35.13,0,P,0.69037,-0.440821
36069,VXX,BATS,2018-06-01 00:00:00.0,90,35.13,0,C,0.726844,0.575798
36070,VXX,BATS,2018-06-01 00:00:00.0,90,35.13,0,P,0.718945,-0.425173
36071,VXX,BATS,2018-06-01 00:00:00.0,120,35.13,0,C,0.738081,0.586781
36072,VXX,BATS,2018-06-01 00:00:00.0,120,35.13,0,P,0.735806,-0.412335
36073,VXX,BATS,2018-06-01 00:00:00.0,150,35.13,0,C,0.754864,0.597062
36074,VXX,BATS,2018-06-01 00:00:00.0,150,35.13,0,P,0.75219,-0.400462
36075,VXX,BATS,2018-06-01 00:00:00.0,180,35.13,0,C,0.765849,0.605496
36076,VXX,BATS,2018-06-01 00:00:00.0,180,35.13,0,P,0.762917,-0.389971
36077,VXX,BATS,2018-06-01 00:00:00.0,270,35.13,0,C,0.772002,0.626486
36078,VXX,BATS,2018-06-01 00:00:00.0,270,35.13,0,P,0.768928,-0.365005
36079,VXX,BATS,2018-06-01 00:00:00.0,360,35.13,0,C,0.772002,0.643965
36080,VXX,BATS,2018-06-01 00:00:00.0,360,35.13,0,P,0.768928,-0.344831
36081,VXX,BATS,2018-05-31 00:00:00.0,7,36.94,0,C,0.798417,0.523432
36082,VXX,BATS,2018-05-31 00:00:00.0,7,36.94,0,P,0.762849,-0.477762
36083,VXX,BATS,2018-05-31 00:00:00.0,14,36.94,0,C,0.798417,0.533119
36084,VXX,BATS,2018-05-31 00:00:00.0,14,36.94,0,P,0.762849,-0.468596
36085,VXX,BATS,2018-05-31 00:00:00.0,21,36.94,0,C,0.771765,0.538837
36086,VXX,BATS,2018-05-31 00:00:00.0,21,36.94,0,P,0.749951,-0.462422
36087,VXX,BATS,2018-05-31 00:00:00.0,30,36.94,0,C,0.751157,0.544277
36088,VXX,BATS,2018-05-31 00:00:00.0,30,36.94,0,P,0.740129,-0.456103
36089,VXX,BATS,2018-05-31 00:00:00.0,60,36.94,0,C,0.739124,0.557976
36090,VXX,BATS,2018-05-31 00:00:00.0,60,36.94,0,P,0.738386,-0.439224
36091,VXX,BATS,2018-05-31 00:00:00.0,90,36.94,0,C,0.751825,0.571362
36092,VXX,BATS,2018-05-31 00:00:00.0,90,36.94,0,P,0.750787,-0.424115
36093,VXX,BATS,2018-05-31 00:00:00.0,120,36.94,0,C,0.763848,0.581663
36094,VXX,BATS,2018-05-31 00:00:00.0,120,36.94,0,P,0.762743,-0.411259
36095,VXX,BATS,2018-05-31 00:00:00.0,150,36.94,0,C,0.785755,0.58934
36096,VXX,BATS,2018-05-31 00:00:00.0,150,36.94,0,P,0.784809,-0.398695
36097,VXX,BATS,2018-05-31 00:00:00.0,180,36.94,0,C,0.800026,0.594456
36098,VXX,BATS,2018-05-31 00:00:00.0,180,36.94,0,P,0.799181,-0.387624
36099,VXX,BATS,2018-05-31 00:00:00.0,270,36.94,0,C,0.808303,0.608452
36100,VXX,BATS,2018-05-31 00:00:00.0,270,36.94,0,P,0.807516,-0.361102
36101,VXX,BATS,2018-05-31 00:00:00.0,360,36.94,0,C,0.808303,0.620801
36102,VXX,BATS,2018-05-31 00:00:00.0,360,36.94,0,P,0.807516,-0.339526
36103,VXX,BATS,2018-05-30 00:00:00.0,7,36.56,0,C,0.759239,0.522422
36104,VXX,BATS,2018-05-30 00:00:00.0,7,36.56,0,P,0.747428,-0.478165
36105,VXX,BATS,2018-05-30 00:00:00.0,14,36.56,0,C,0.759239,0.531692
36106,VXX,BATS,2018-05-30 00:00:00.0,14,36.56,0,P,0.747428,-0.469166
36107,VXX,BATS,2018-05-30 00:00:00.0,21,36.56,0,C,0.747123,0.538217
36108,VXX,BATS,2018-05-30 00:00:00.0,21,36.56,0,P,0.738708,-0.462692
36109,VXX,BATS,2018-05-30 00:00:00.0,30,36.56,0,C,0.735304,0.544928
36110,VXX,BATS,2018-05-30 00:00:00.0,30,36.56,0,P,0.730239,-0.455964
36111,VXX,BATS,2018-05-30 00:00:00.0,60,36.56,0,C,0.729277,0.562228
36112,VXX,BATS,2018-05-30 00:00:00.0,60,36.56,0,P,0.727406,-0.438314
36113,VXX,BATS,2018-05-30 00:00:00.0,90,36.56,0,C,0.739571,0.574747
36114,VXX,BATS,2018-05-30 00:00:00.0,90,36.56,0,P,0.737493,-0.424087
36115,VXX,BATS,2018-05-30 00:00:00.0,120,36.56,0,C,0.744322,0.583972
36116,VXX,BATS,2018-05-30 00:00:00.0,120,36.56,0,P,0.741974,-0.412492
36117,VXX,BATS,2018-05-30 00:00:00.0,150,36.56,0,C,0.746065,0.594106
36118,VXX,BATS,2018-05-30 00:00:00.0,150,36.56,0,P,0.74302,-0.401942
36119,VXX,BATS,2018-05-30 00:00:00.0,180,36.56,0,C,0.747224,0.60333
36120,VXX,BATS,2018-05-30 00:00:00.0,180,36.56,0,P,0.743716,-0.392444
36121,VXX,BATS,2018-05-30 00:00:00.0,270,36.56,0,C,0.747931,0.625616
36122,VXX,BATS,2018-05-30 00:00:00.0,270,36.56,0,P,0.74414,-0.36861
36123,VXX,BATS,2018-05-30 00:00:00.0,360,36.56,0,C,0.747931,0.643336
36124,VXX,BATS,2018-05-30 00:00:00.0,360,36.56,0,P,0.74414,-0.349006
36125,VXX,BATS,2018-05-29 00:00:00.0,7,38.42,0,C,0.840872,0.517872
36126,VXX,BATS,2018-05-29 00:00:00.0,7,38.42,0,P,0.839612,-0.480467
36127,VXX,BATS,2018-05-29 00:00:00.0,14,38.42,0,C,0.840872,0.524735
36128,VXX,BATS,2018-05-29 00:00:00.0,14,38.42,0,P,0.839612,-0.471936
36129,VXX,BATS,2018-05-29 00:00:00.0,21,38.42,0,C,0.823246,0.529365
36130,VXX,BATS,2018-05-29 00:00:00.0,21,38.42,0,P,0.822006,-0.465874
36131,VXX,BATS,2018-05-29 00:00:00.0,30,38.42,0,C,0.800211,0.534588
36132,VXX,BATS,2018-05-29 00:00:00.0,30,38.42,0,P,0.798996,-0.459358
36133,VXX,BATS,2018-05-29 00:00:00.0,60,38.42,0,C,0.775285,0.551784
36134,VXX,BATS,2018-05-29 00:00:00.0,60,38.42,0,P,0.774104,-0.440038
36135,VXX,BATS,2018-05-29 00:00:00.0,90,38.42,0,C,0.77199,0.564745
36136,VXX,BATS,2018-05-29 00:00:00.0,90,38.42,0,P,0.770829,-0.424752
36137,VXX,BATS,2018-05-29 00:00:00.0,120,38.42,0,C,0.773021,0.576841
36138,VXX,BATS,2018-05-29 00:00:00.0,120,38.42,0,P,0.771654,-0.411642
36139,VXX,BATS,2018-05-29 00:00:00.0,150,38.42,0,C,0.784273,0.589785
36140,VXX,BATS,2018-05-29 00:00:00.0,150,38.42,0,P,0.781936,-0.398906
36141,VXX,BATS,2018-05-29 00:00:00.0,180,38.42,0,C,0.791685,0.602416
36142,VXX,BATS,2018-05-29 00:00:00.0,180,38.42,0,P,0.788717,-0.387572
36143,VXX,BATS,2018-05-29 00:00:00.0,270,38.42,0,C,0.796327,0.628134
36144,VXX,BATS,2018-05-29 00:00:00.0,270,38.42,0,P,0.792966,-0.361413
36145,VXX,BATS,2018-05-29 00:00:00.0,360,38.42,0,C,0.796327,0.645545
36146,VXX,BATS,2018-05-29 00:00:00.0,360,38.42,0,P,0.792966,-0.340705
36147,VXX,BATS,2018-05-25 00:00:00.0,7,33.82,0,C,0.673606,0.520235
36148,VXX,BATS,2018-05-25 00:00:00.0,7,33.82,0,P,0.550657,-0.483186
36149,VXX,BATS,2018-05-25 00:00:00.0,14,33.82,0,C,0.673606,0.528604
36150,VXX,BATS,2018-05-25 00:00:00.0,14,33.82,0,P,0.550657,-0.476267
36151,VXX,BATS,2018-05-25 00:00:00.0,21,33.82,0,C,0.673606,0.535017
36152,VXX,BATS,2018-05-25 00:00:00.0,21,33.82,0,P,0.550657,-0.470976
36153,VXX,BATS,2018-05-25 00:00:00.0,30,33.82,0,C,0.671675,0.54173
36154,VXX,BATS,2018-05-25 00:00:00.0,30,33.82,0,P,0.586004,-0.463538
